21.10.2021;"82,69;"21.10.2021;"82,69"
22.10.2021;"81,88;"22.10.2021;"81,88"
23.10.2021;"81,92;"23.10.2021;"81,92"
24.10.2021;"81,80;"24.10.2021;"81,80"
25.10.2021;"81,05;"25.10.2021;"81,05"
26.10.2021;"80,58;"26.10.2021;"80,58"
27.10.2021;"81,91;"27.10.2021;"81,91"
28.10.2021;"82,00;"28.10.2021;"82,00"
29.10.2021;"82,02;"29.10.2021;"82,02"
30.10.2021;"82,02;"30.10.2021;"82,02"
31.10.2021;"81,89;"31.10.2021;"81,89"
01.11.2021;"83,08;"01.11.2021;"83,08"
02.11.2021;"82,95;"02.11.2021;"82,95"
03.11.2021;"83,33;"03.11.2021;"83,33"
04.11.2021;"82,56;"04.11.2021;"82,56"
05.11.2021;"82,31;"05.11.2021;"82,31"
06.11.2021;"82,31;"06.11.2021;"82,31"
07.11.2021;"82,35;"07.11.2021;"82,35"
08.11.2021;"82,57;"08.11.2021;"82,57"
09.11.2021;"82,02;"09.11.2021;"82,02"
10.11.2021;"81,87;"10.11.2021;"81,87"
11.11.2021;"81,96;"11.11.2021;"81,96"
12.11.2021;"83,42;"12.11.2021;"83,42"
13.11.2021;"83,42;"13.11.2021;"83,42"
14.11.2021;"83,42;"14.11.2021;"83,42"
15.11.2021;"82,41;"15.11.2021;"82,41"
16.11.2021;"82,77;"16.11.2021;"82,77"
17.11.2021;"82,21;"17.11.2021;"82,21"
18.11.2021;"83,11;"18.11.2021;"83,11"
19.11.2021;"82,93;"19.11.2021;"82,93"
20.11.2021;"82,93;"20.11.2021;"82,93"
21.11.2021;"83,02;"21.11.2021;"83,02"
22.11.2021;"84,32;"22.11.2021;"84,32"
23.11.2021;"83,55;"23.11.2021;"83,55"
24.11.2021;"83,99;"24.11.2021;"83,99"
25.11.2021;"83,57;"25.11.2021;"83,57"
26.11.2021;"85,54;"26.11.2021;"85,54"
27.11.2021;"85,54;"27.11.2021;"85,54"
28.11.2021;"85,54;"28.11.2021;"85,54"
29.11.2021;"84,11;"29.11.2021;"84,11"
30.11.2021;"83,99;"30.11.2021;"83,99"
01.12.2021;"84,08;"01.12.2021;"84,08"
02.12.2021;"83,27;"02.12.2021;"83,27"
03.12.2021;"83,67;"03.12.2021;"83,67"
04.12.2021;"83,69;"04.12.2021;"83,69"
05.12.2021;"83,67;"05.12.2021;"83,67"
06.12.2021;"83,92;"06.12.2021;"83,92"
07.12.2021;"83,44;"07.12.2021;"83,44"
08.12.2021;"83,45;"08.12.2021;"83,45"
09.12.2021;"83,17;"09.12.2021;"83,17"
10.12.2021;"83,06;"10.12.2021;"83,06"
11.12.2021;"83,07;"11.12.2021;"83,07"
12.12.2021;"83,10;"12.12.2021;"83,10"
13.12.2021;"82,96;"13.12.2021;"82,96"
14.12.2021;"83,11;"14.12.2021;"83,11"
15.12.2021;"83,14;"15.12.2021;"83,14"
